patient_id,filename,s3_key,exists,size_bytes,tifffile_ok,tifffile_error,openslide_ok,openslide_error
CH_L_338a,CAVG10489_2024-10-22_12-16-14_2024-10-22_12-07-23_V44U10-354_A1_CH_L_338a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-10-22_12-16-14_2024-10-22_12-07-23_V44U10-354_A1_CH_L_338a_vis.tif,True,26492800,True,,False,Unsupported or missing image file
CH_L_339a,CAVG10489_2024-10-29_11-43-10_2024-10-29_11-22-12_V44U10-321_D1_CH_L_339a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-10-29_11-43-10_2024-10-29_11-22-12_V44U10-321_D1_CH_L_339a_vis.tif,True,23737852,True,,False,Unsupported or missing image file
CH_L_340a,CAVG10489_2024-10-22_13-10-00_2024-10-22_12-53-56_V44U17-363_D1_CH_L_340a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-10-22_13-10-00_2024-10-22_12-53-56_V44U17-363_D1_CH_L_340a_vis.tif,True,26046820,True,,False,Unsupported or missing image file
CH_L_341a,CAVG10489_2024-10-22_13-10-00_2024-10-22_12-53-56_V44U17-363_A1_CH_L_341a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-10-22_13-10-00_2024-10-22_12-53-56_V44U17-363_A1_CH_L_341a_vis.tif,True,26524496,True,,False,Unsupported or missing image file
CH_L_342a,CAVG10489_2024-10-22_14-07-42_2024-10-22_13-59-38_V44U10-357_A1_CH_L_342a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-10-22_14-07-42_2024-10-22_13-59-38_V44U10-357_A1_CH_L_342a_vis.tif,True,25728448,True,,False,Unsupported or missing image file
CH_L_344a,CAVG10489_2024-10-25_11-43-18_2024-10-25_11-22-13_V44A03-399_D1_CH_L_344a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-10-25_11-43-18_2024-10-25_11-22-13_V44A03-399_D1_CH_L_344a_vis.tif,True,28126576,True,,False,Unsupported or missing image file
CH_L_345a,CAVG10489_2024-10-25_11-43-18_2024-10-25_11-22-13_V44A03-399_A1_CH_L_345a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-10-25_11-43-18_2024-10-25_11-22-13_V44A03-399_A1_CH_L_345a_vis.tif,True,23535034,True,,False,Unsupported or missing image file
CH_L_346a,CAVG10489_2024-10-29_12-33-06_2024-10-29_12-24-10_V44U17-390_D1_CH_L_346a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-10-29_12-33-06_2024-10-29_12-24-10_V44U17-390_D1_CH_L_346a_vis.tif,True,25587834,True,,False,Unsupported or missing image file
CH_L_347a,CAVG10489_2024-10-29_12-33-06_2024-10-29_12-24-10_V44U17-390_A1_CH_L_347a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-10-29_12-33-06_2024-10-29_12-24-10_V44U17-390_A1_CH_L_347a_vis.tif,True,26020268,True,,False,Unsupported or missing image file
CH_L_348a,CAVG10489_2024-10-29_13-19-54_2024-10-29_13-13-09_V44U10-397_D1_CH_L_348a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-10-29_13-19-54_2024-10-29_13-13-09_V44U10-397_D1_CH_L_348a_vis.tif,True,24868848,True,,False,Unsupported or missing image file
CH_L_349a,CAVG10489_2024-10-25_12-45-20_2024-10-25_12-33-14_V44U17-328_D1_CH_L_349a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-10-25_12-45-20_2024-10-25_12-33-14_V44U17-328_D1_CH_L_349a_vis.tif,True,23816272,True,,False,Unsupported or missing image file
CH_L_350a,CAVG10489_2024-10-29_13-19-54_2024-10-29_13-13-09_V44U10-397_A1_CH_L_350a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-10-29_13-19-54_2024-10-29_13-13-09_V44U10-397_A1_CH_L_350a_vis.tif,True,24501694,True,,False,Unsupported or missing image file
CH_L_351a,CAVG10489_2024-10-25_12-45-20_2024-10-25_12-33-14_V44U17-328_A1_CH_L_351a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-10-25_12-45-20_2024-10-25_12-33-14_V44U17-328_A1_CH_L_351a_vis.tif,True,27029478,True,,False,Unsupported or missing image file
CH_L_352a,CAVG10489_2024-10-29_14-11-16_2024-10-29_13-57-19_V44U19-301_D1_CH_L_352a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-10-29_14-11-16_2024-10-29_13-57-19_V44U19-301_D1_CH_L_352a_vis.tif,True,24152134,True,,False,Unsupported or missing image file
CH_L_353a,CAVG10489_2024-10-29_14-11-16_2024-10-29_13-57-19_V44U19-301_A1_CH_L_353a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-10-29_14-11-16_2024-10-29_13-57-19_V44U19-301_A1_CH_L_353a_vis.tif,True,24699752,True,,False,Unsupported or missing image file
CH_L_356a,CAVG10489_2024-11-05_11-35-49_2024-11-05_11-10-57_V44U19-398_D1_CH_L_356a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-05_11-35-49_2024-11-05_11-10-57_V44U19-398_D1_CH_L_356a_vis.tif,True,25180434,True,,False,Unsupported or missing image file
CH_L_359a,CAVG10489_2024-11-05_11-35-49_2024-11-05_11-10-57_V44U19-398_A1_CH_L_359a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-05_11-35-49_2024-11-05_11-10-57_V44U19-398_A1_CH_L_359a_vis.tif,True,26111544,True,,False,Unsupported or missing image file
CH_L_360a,CAVG10489_2024-11-12_11-50-46_2024-11-12_11-35-22_V44U17-330_A1_CH_L_360a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-12_11-50-46_2024-11-12_11-35-22_V44U17-330_A1_CH_L_360a_vis.tif,True,27474924,True,,False,Unsupported or missing image file
CH_L_361a,CAVG10489_2024-11-05_12-31-45_2024-11-05_12-17-17_V44U17-405_D1_CH_L_361a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-05_12-31-45_2024-11-05_12-17-17_V44U17-405_D1_CH_L_361a_vis.tif,True,27553512,True,,False,Unsupported or missing image file
CH_L_362a,CAVG10489_2024-11-05_12-31-45_2024-11-05_12-17-17_V44U17-405_A1_CH_L_362a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-05_12-31-45_2024-11-05_12-17-17_V44U17-405_A1_CH_L_362a_vis.tif,True,28255778,True,,False,Unsupported or missing image file
CH_L_363a,CAVG10489_2024-11-05_13-18-38_2024-11-05_13-07-04_V44U19-345_D1_CH_L_363a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-05_13-18-38_2024-11-05_13-07-04_V44U19-345_D1_CH_L_363a_vis.tif,True,24156512,True,,False,Unsupported or missing image file
CH_L_364a,CAVG10489_2024-11-05_13-18-38_2024-11-05_13-07-04_V44U19-345_A1_CH_L_364a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-05_13-18-38_2024-11-05_13-07-04_V44U19-345_A1_CH_L_364a_vis.tif,True,26607894,True,,False,Unsupported or missing image file
CH_L_367a,CAVG10489_2024-11-12_12-32-35_2024-11-12_12-24-54_V44U10-314_D1_CH_L_367a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-12_12-32-35_2024-11-12_12-24-54_V44U10-314_D1_CH_L_367a_vis.tif,True,27760242,True,,False,Unsupported or missing image file
CH_L_368a,CAVG10489_2024-11-08_12-19-27_2024-11-08_12-05-28_V44U19-361_D1_CH_L_368a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-08_12-19-27_2024-11-08_12-05-28_V44U19-361_D1_CH_L_368a_vis.tif,True,24239582,True,,False,Unsupported or missing image file
CH_L_369a,CAVG10489_2024-11-12_12-32-35_2024-11-12_12-24-54_V44U10-314_A1_CH_L_369a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-12_12-32-35_2024-11-12_12-24-54_V44U10-314_A1_CH_L_369a_vis.tif,True,24607440,True,,False,Unsupported or missing image file
CH_L_371a,CAVG10489_2024-11-08_12-19-27_2024-11-08_12-05-28_V44U19-361_A1_CH_L_371a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-08_12-19-27_2024-11-08_12-05-28_V44U19-361_A1_CH_L_371a_vis.tif,True,24958606,True,,False,Unsupported or missing image file
CH_L_372a,CAVG10489_2024-11-08_13-09-38_2024-11-08_12-56-59_V44U10-311_D1_CH_L_372a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-08_13-09-38_2024-11-08_12-56-59_V44U10-311_D1_CH_L_372a_vis.tif,True,28396680,True,,False,Unsupported or missing image file
CH_L_373a,CAVG10489_2024-11-12_13-15-55_2024-11-12_13-07-48_V44U10-284_A1_CH_L_373a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-12_13-15-55_2024-11-12_13-07-48_V44U10-284_A1_CH_L_373a_vis.tif,True,21665272,True,,False,Unsupported or missing image file
CH_L_375a,CAVG10489_2024-11-12_14-00-09_2024-11-12_13-50-49_V44U10-339_D1_CH_L_375a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-12_14-00-09_2024-11-12_13-50-49_V44U10-339_D1_CH_L_375a_vis.tif,True,19961690,True,,False,Unsupported or missing image file
CH_L_376a,CAVG10489_2024-11-12_14-00-09_2024-11-12_13-50-49_V44U10-339_A1_CH_L_376a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-12_14-00-09_2024-11-12_13-50-49_V44U10-339_A1_CH_L_376a_vis.tif,True,19909648,True,,False,Unsupported or missing image file
CH_L_377a,CAVG10489_2024-11-15_13-45-55_2024-11-15_13-29-40_V44F14-072_D1_CH_L_377a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-15_13-45-55_2024-11-15_13-29-40_V44F14-072_D1_CH_L_377a_vis.tif,True,19415914,True,,False,Unsupported or missing image file
CH_L_378a,CAVG10489_2024-11-19_11-16-31_2024-11-19_11-00-25_V44U10-276_D1_CH_L_378a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-19_11-16-31_2024-11-19_11-00-25_V44U10-276_D1_CH_L_378a_vis.tif,True,19706428,True,,False,Unsupported or missing image file
CH_L_382a,CAVG10489_2024-11-19_11-16-31_2024-11-19_11-00-25_V44U10-276_A1_CH_L_382a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-19_11-16-31_2024-11-19_11-00-25_V44U10-276_A1_CH_L_382a_vis.tif,True,19120760,True,,False,Unsupported or missing image file
CH_L_383a,CAVG10489_2024-11-19_12-07-10_2024-11-19_11-57-12_V44U10-304_D1_CH_L_383a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-19_12-07-10_2024-11-19_11-57-12_V44U10-304_D1_CH_L_383a_vis.tif,True,19004524,True,,False,Unsupported or missing image file
CH_L_384a,CAVG10489_2024-11-19_12-07-10_2024-11-19_11-57-12_V44U10-304_A1_CH_L_384a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-19_12-07-10_2024-11-19_11-57-12_V44U10-304_A1_CH_L_384a_vis.tif,True,19093446,True,,False,Unsupported or missing image file
CH_L_385a,CAVG10489_2024-11-19_12-59-59_2024-11-19_12-49-10_V44U10-366_D1_CH_L_385a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-19_12-59-59_2024-11-19_12-49-10_V44U10-366_D1_CH_L_385a_vis.tif,True,19245752,True,,False,Unsupported or missing image file
CH_L_386a,CAVG10489_2024-11-19_12-59-59_2024-11-19_12-49-10_V44U10-366_A1_CH_L_386a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-19_12-59-59_2024-11-19_12-49-10_V44U10-366_A1_CH_L_386a_vis.tif,True,19065308,True,,False,Unsupported or missing image file
CH_L_387a,CAVG10489_2024-11-19_13-54-11_2024-11-19_13-45-56_V44U17-312_D1_CH_L_387a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-19_13-54-11_2024-11-19_13-45-56_V44U17-312_D1_CH_L_387a_vis.tif,True,18933318,True,,False,Unsupported or missing image file
CH_L_388a,CAVG10489_2024-11-19_13-54-11_2024-11-19_13-45-56_V44U17-312_A1_CH_L_388a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-19_13-54-11_2024-11-19_13-45-56_V44U17-312_A1_CH_L_388a_vis.tif,True,18275290,True,,False,Unsupported or missing image file
CH_L_389a,CAVG10489_2024-11-22_12-56-23_2024-11-22_12-38-49_V44U19-377_D1_CH_L_389a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-22_12-56-23_2024-11-22_12-38-49_V44U19-377_D1_CH_L_389a_vis.tif,True,20996420,True,,False,Unsupported or missing image file
CH_L_390a,CAVG10489_2024-11-22_12-56-23_2024-11-22_12-38-49_V44U19-377_A1_CH_L_390a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-22_12-56-23_2024-11-22_12-38-49_V44U19-377_A1_CH_L_390a_vis.tif,True,20838116,True,,False,Unsupported or missing image file
CH_L_391a,CAVG10489_2024-11-22_13-45-50_2024-11-22_13-37-06_V44U10-337_D1_CH_L_391a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-22_13-45-50_2024-11-22_13-37-06_V44U10-337_D1_CH_L_391a_vis.tif,True,19412098,True,,False,Unsupported or missing image file
CH_L_392a,CAVG10489_2024-11-22_13-45-50_2024-11-22_13-37-06_V44U10-337_A1_CH_L_392a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-22_13-45-50_2024-11-22_13-37-06_V44U10-337_A1_CH_L_392a_vis.tif,True,18766360,True,,False,Unsupported or missing image file
CH_L_393a,CAVG10489_2024-11-26_11-02-30_2024-11-26_10-36-55_V44T19-319_D1_CH_L_393a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-26_11-02-30_2024-11-26_10-36-55_V44T19-319_D1_CH_L_393a_vis.tif,True,19917948,True,,False,Unsupported or missing image file
CH_L_394a,CAVG10489_2024-11-26_11-02-30_2024-11-26_10-36-55_V44T19-319_A1_CH_L_394a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-26_11-02-30_2024-11-26_10-36-55_V44T19-319_A1_CH_L_394a_vis.tif,True,18726620,True,,False,Unsupported or missing image file
CH_L_395a,CAVG10489_2024-11-26_11-53-20_2024-11-26_11-37-58_V44U10-399_D1_CH_L_395a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-26_11-53-20_2024-11-26_11-37-58_V44U10-399_D1_CH_L_395a_vis.tif,True,18830364,True,,False,Unsupported or missing image file
CH_L_396a,CAVG10489_2024-11-26_11-53-20_2024-11-26_11-37-58_V44U10-399_A1_CH_L_396a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-26_11-53-20_2024-11-26_11-37-58_V44U10-399_A1_CH_L_396a_vis.tif,True,18032054,True,,False,Unsupported or missing image file
CH_L_397a,CAVG10489_2024-11-29_11-47-49_2024-11-29_11-19-15_V44T19-353_D1_CH_L_397a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-29_11-47-49_2024-11-29_11-19-15_V44T19-353_D1_CH_L_397a_vis.tif,True,21167712,True,,False,Unsupported or missing image file
CH_L_398a,CAVG10489_2024-11-29_11-47-49_2024-11-29_11-19-15_V44T19-353_A1_CH_L_398a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-29_11-47-49_2024-11-29_11-19-15_V44T19-353_A1_CH_L_398a_vis.tif,True,19590198,True,,False,Unsupported or missing image file
CH_L_399a,CAVG10489_2024-11-29_12-38-50_2024-11-29_12-26-21_V44L24-369_D1_CH_L_399a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-29_12-38-50_2024-11-29_12-26-21_V44L24-369_D1_CH_L_399a_vis.tif,True,21630798,True,,False,Unsupported or missing image file
CH_L_400a,CAVG10489_2024-11-29_12-38-50_2024-11-29_12-26-21_V44L24-369_A1_CH_L_400a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-29_12-38-50_2024-11-29_12-26-21_V44L24-369_A1_CH_L_400a_vis.tif,True,18536354,True,,False,Unsupported or missing image file
CH_L_401a,CAVG10489_2024-11-29_13-29-06_2024-11-29_13-14-27_V44T19-315_D1_CH_L_401a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-29_13-29-06_2024-11-29_13-14-27_V44T19-315_D1_CH_L_401a_vis.tif,True,18738688,True,,False,Unsupported or missing image file
CH_L_402a,CAVG10489_2024-11-29_13-29-06_2024-11-29_13-14-27_V44T19-315_A1_CH_L_402a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-29_13-29-06_2024-11-29_13-14-27_V44T19-315_A1_CH_L_402a_vis.tif,True,18374446,True,,False,Unsupported or missing image file
CH_L_403a,CAVG10489_2024-11-29_14-20-03_2024-11-29_14-10-42_V44T20-384_D1_CH_L_403a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-11-29_14-20-03_2024-11-29_14-10-42_V44T20-384_D1_CH_L_403a_vis.tif,True,24131604,True,,False,Unsupported or missing image file
CH_L_405a,CAVG10489_2024-12-03_11-32-56_2024-12-03_11-24-01_V44A01-325_A1_CH_L_405a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-03_11-32-56_2024-12-03_11-24-01_V44A01-325_A1_CH_L_405a_vis.tif,True,19725244,True,,False,Unsupported or missing image file
CH_L_406a,CAVG10489_2024-12-03_12-18-57_2024-12-03_12-09-42_V44A03-375_D1_CH_L_406a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-03_12-18-57_2024-12-03_12-09-42_V44A03-375_D1_CH_L_406a_vis.tif,True,27155090,True,,False,Unsupported or missing image file
CH_L_407a,CAVG10489_2024-12-03_12-18-57_2024-12-03_12-09-42_V44A03-375_A1_CH_L_407a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-03_12-18-57_2024-12-03_12-09-42_V44A03-375_A1_CH_L_407a_vis.tif,True,18927892,True,,False,Unsupported or missing image file
